screen_name,acct_age,follower_count,friends_count,statuses_count,favorites_count,avg_status_count,verified_acct,default_image,default_profile,rel_new_acct,isbot
WasheekKhan,1178,55,69,514,776,0.4363327674023769,0,0,1,0,0
RameshJ54955681,43,92,229,274,263,6.372093023255814,0,0,1,1,0
PanditNetanyahu,208,43,276,1122,2092,5.394230769230769,0,0,1,1,0
ManishSangawat,242,415,1007,1634,4975,6.75206611570248,0,0,1,1,0
RKNRC,177,10409,8974,488,494,2.7570621468926553,0,0,0,1,0
itsYashovardhan,3170,190,394,1467,1176,0.46277602523659306,0,0,0,0,0
SuratMaru,120,8,78,66,48,0.55,0,0,1,1,0
athifsayyaf,909,15,228,48,33,0.052805280528052806,0,0,1,0,0
rajiv0121,3171,28,17,278,356,0.08766950488804794,0,0,1,0,0
sudharshanelan1,1966,2,11,180,178,0.09155645981688708,0,0,1,0,0
dostaaquil,3164,76,216,5587,14581,1.765802781289507,0,0,1,0,0
sone_ki_chiriya,2247,179,176,1210,320,0.5384957721406319,0,0,1,0,0
sandeeproy1,4111,1085,1805,33657,28020,8.187059109705668,0,0,0,0,0
nrjkirar,1055,21,224,2545,3386,2.4123222748815167,0,0,1,0,0
AajKaMowgli,682,5451,311,87535,5610,128.35043988269794,0,0,1,0,1
ridhimb,3288,1061,1591,7121,3682,2.1657542579075426,0,0,1,0,0
Soum17785045,269,70,100,1973,854,7.33457249070632,0,0,1,1,0
0ff1ddfa2afa4f0,1896,813,844,6841,34966,3.6081223628691985,0,0,1,0,0
Real_Anjan,1152,565,1123,5251,2644,4.558159722222222,0,0,1,0,0
jammu_aala,129,31,92,209,2559,1.62015503875969,0,0,1,1,0
hamdansyed95,76,8,121,141,160,1.855263157894737,0,0,1,1,0
Harshupandya,2934,3666,5001,6419,26532,2.187798227675528,0,0,1,0,0
anupamubkv,2972,277,306,4030,6833,1.3559892328398384,0,0,1,0,0
abhishrma_,1637,126,193,5250,15049,3.2070861331704337,0,0,1,0,0
Amritapandeyy,425,84481,612,12361,409675,29.084705882352942,0,0,1,0,1
firozinamdar88,1764,189,1962,514,1910,0.29138321995464855,0,0,1,0,0
jigarravaljam,1408,576,594,9485,1689,6.736505681818182,0,0,0,0,0
DineshMendiratt,529,95,329,9619,9907,18.18336483931947,0,0,1,0,0
nationaltimes,522,122,0,426,20,0.8160919540229885,0,0,1,0,0
RighteousNarra2,35,2,58,17,92,0.4857142857142857,0,0,1,1,0
avadheshjpr,3296,2459,1275,2384,1723,0.7233009708737864,0,0,0,0,0
JNUSUofficial,121,25547,0,568,173,4.694214876033058,1,0,1,1,0
SinghParlay,246,2,11,66,22,0.2682926829268293,0,0,1,1,0
JPYadavIND,1543,3588,91,36217,113873,23.471808165910563,0,0,1,0,0
chai1719,2270,138,441,879,1130,0.38722466960352425,0,0,0,0,0
AshuKadur,1126,28,599,608,960,0.5399644760213144,0,0,1,0,0
cyb3raman,1338,8,14,4,5,0.0029895366218236174,0,0,1,0,0
TheSSBaghel,1926,166,248,2532,409,1.3146417445482865,0,0,1,0,0
PramodTater,3109,5179,5124,204664,24689,65.82952717915728,0,0,0,0,1
Umashan64172881,253,22,238,202,823,0.7984189723320159,0,0,1,1,0
ravibdwivedi_ST,2968,440,492,3851,4581,1.2975067385444743,0,0,0,0,0
KhalidH023,278,21,102,175,358,0.6294964028776978,0,0,1,0,0
madrahul19,2967,51,219,91,210,0.03067071115604988,0,0,0,0,0
arya_vinamra,1329,84,138,67,101,0.05041384499623777,0,0,1,0,0
sharan_zen,1325,176,179,574,128478,0.4332075471698113,0,0,1,0,0
Dear_Alll,445,1251,2900,408,7,0.9168539325842696,0,0,1,0,0
hashimali1992,962,82,255,3552,328,3.6923076923076925,0,0,0,0,0
mohd_mafas,1364,19,79,23,26,0.01686217008797654,0,0,1,0,0
gauravaapka,1910,2400,2047,9454,11564,4.949738219895288,0,0,1,0,0
PandeySuneel,3757,329,214,16497,14999,4.391003460207613,0,0,0,0,0
avdhaish,3873,1522,3200,1279,1046,0.33023495997934416,0,0,1,0,0
ivipankumar,922,1356,156,6616,64453,7.1757049891540134,0,0,1,0,0
cakunaljain,3184,149,180,993,77,0.3118718592964824,0,0,1,0,0
Sachin_anshu06,687,901,794,2448,7800,3.5633187772925763,0,0,1,0,0
subhranshuDDK,1550,24,115,552,968,0.3561290322580645,0,0,1,0,0
MuzaffarKamal18,82,19,26,280,72,3.4146341463414633,0,0,1,1,0
sanchita_kundu_,59,97,44,328,488,5.559322033898305,0,0,1,1,0
aashu309,3654,110,279,1351,12923,0.36973180076628354,0,0,0,0,0
xamorit,2433,54,128,320,393,0.13152486642005753,0,0,1,0,0
Vipinkrpathak,1210,32,149,1619,573,1.3380165289256198,0,0,0,0,0
Samar_Anarya,3466,4484,39,41029,3548,11.837564916330063,0,0,0,0,0
17srirks,1136,19,70,50,10,0.04401408450704225,0,0,1,0,0
iamSagarsh,294,6,95,137,139,0.46598639455782315,0,0,1,0,0
Bhikhshu,3821,506,388,20503,11614,5.365872808165402,0,0,1,0,0
iamakpatel,3490,135,113,6443,2231,1.8461318051575932,0,0,0,0,0
darab_farooqui,3634,2594,534,3159,3989,0.8692900385250413,0,0,0,0,0
SSanyal,2838,1386,1707,23285,5859,8.204721634954193,0,0,0,0,0
sauravkvaish,3923,320,442,20748,4633,5.2888095845016565,0,0,0,0,0
DinabandhuBis13,274,6,106,50,202,0.18248175182481752,0,0,1,0,0
iamkumar001,1007,69,456,4546,4374,4.514399205561072,0,0,1,0,0
Narendr67841032,832,6541,2339,12483,48370,15.00360576923077,0,0,1,0,0
vikashy995656,1210,4889,1877,3623,50787,2.994214876033058,0,0,1,0,0
2907Varun,1414,41,362,642,791,0.45403111739745405,0,0,1,0,0
KapitanTyagi,68,4,6,160,4,2.3529411764705883,0,0,1,1,0
freehrd,3680,417,79,2783,2260,0.75625,0,0,1,0,0
coolindian,272,320,157,869,185,3.1948529411764706,0,0,1,1,0
KaneWilliamsonn,1345,51,101,4340,3662,3.2267657992565058,0,0,1,0,0
ranamanojkumar0,2112,531,431,32655,60992,15.461647727272727,0,0,1,0,0
Real_Pavan,426,7417,7203,410,4009,0.9624413145539906,0,0,1,0,0
AbhisheSinghRss,171,999,429,5345,8463,31.257309941520468,0,0,1,1,0
nilesh_100,3994,78,126,644,126,0.16124186279419128,0,0,0,0,0
himachal_abhi,1786,2441,157,80211,523,44.91097424412094,0,0,0,0,0
faisal_frooque,1260,62,127,80,1240,0.06349206349206349,0,0,1,0,0
yrsagar77,1532,74,684,322,11937,0.21018276762402088,0,0,1,0,0
Nawazishkhan93,990,2770,4803,23879,22708,24.12020202020202,0,0,1,0,0
saif_lari_427,1216,64,482,358,442,0.2944078947368421,0,0,1,0,0
THN_com,236,105,99,144,13,0.6101694915254238,0,0,1,1,0
zindagijhandbaa,2243,1848,240,13282,38500,5.921533660276416,0,0,1,0,0
cgmagia,56,20,75,810,531,14.464285714285714,0,0,1,1,0
MalikSheeraj,1416,25,157,22,125,0.015536723163841809,0,0,1,0,0
NomaanShohrat,647,17,8,91,9,0.14064914992272023,0,0,0,0,0
Chauhan__saheb,1942,4863,4371,1620,1792,0.8341915550978373,0,0,1,0,0
TheSecondAngle,800,389,11,1529,130,1.91125,0,0,0,0,0
Sanjeev83514895,9,7,16,50,190,5.555555555555555,0,0,1,1,0
InvincibleBabu,2230,4490,741,102444,13813,45.9390134529148,0,0,1,0,1
shatish_shakya,1523,601,358,4610,5886,3.0269205515430073,0,0,0,0,0
ritish_guglani,1034,152,584,5,7,0.004835589941972921,0,0,1,0,0
kartik407,905,59,311,2469,54812,2.7281767955801106,0,0,1,0,0
PANKAJ001993,1230,31,416,106,664,0.08617886178861789,0,0,0,0,0
piyushupadhya,3649,416,892,3339,2297,0.915045217867909,0,0,0,0,0
Allauddinmomee,1336,200,143,8722,8811,6.528443113772455,0,0,1,0,0
VarshaVerma_,1798,150,219,547,464,0.3042269187986652,0,0,1,0,0
RiteItIs,3646,1739,589,59200,10237,16.23697202413604,0,0,0,0,0
sanjeev_barawal,3211,3,34,43,39,0.01339146683276238,0,0,1,0,0
theshyaam,3023,31,362,1125,4069,0.3721468739662587,0,0,0,0,0
psantosh943,2101,198,61,5824,9505,2.772013326987149,0,0,1,0,0
archi_anil,2173,88,41,2453,6864,1.1288541187298666,0,0,1,0,0
VashuPatel20,91,213,204,2150,1514,23.626373626373628,0,0,1,1,0
Danishsiddiquio,75,19,46,418,308,5.573333333333333,0,0,1,1,0
ninadsheth,3648,517,280,25466,3354,6.980811403508772,0,0,0,0,0
PTKR_10,2265,44,544,870,8309,0.3841059602649007,0,0,0,0,0
ZafarBullet,2648,84,56,280,320,0.10574018126888217,0,0,1,0,0
MohammadFazal_,1823,1001,441,2785,10619,1.5277015907844214,0,0,1,0,0
vivek_mishra97,1592,2027,175,1851,7920,1.1626884422110553,0,0,1,0,0
Aishwar19678046,267,92,190,868,11071,3.250936329588015,0,0,1,1,0
abi_shtoo,773,98,228,251,995,0.32470892626131953,0,0,1,0,0
Bhismadev9,45,22,82,344,1590,7.644444444444445,0,0,1,1,0
Anmolvyasji,625,116,63,229,429,0.3664,0,0,1,0,0
Preshit_31,1950,45,239,403,1690,0.20666666666666667,0,0,1,0,0
v_ashutosh,2855,40,65,1146,1435,0.4014010507880911,0,0,0,0,0
AdityaT07011680,1297,269,400,1067,1007,0.8226676946800309,0,0,1,0,0
Osamakais1,179,1164,1121,3543,3514,19.793296089385475,0,0,1,1,1
Aashaan420,157,44,306,176,6564,1.1210191082802548,0,0,1,1,0
RahulKu157,924,88,126,1766,27647,1.9112554112554112,0,0,1,0,0
JavedHussain89,3841,132,359,428,2947,0.11142931528247853,0,0,0,0,0
lokarlorajniti,98,7841,6410,4411,3858,45.01020408163265,0,0,1,1,1
maheshgothwal,3783,1163,1467,19363,18390,5.118424530795664,0,0,1,0,0
gautamprabhat20,3548,1522,1598,2974,588,0.8382187147688839,0,0,1,0,0
Nawab_Faiz007,1841,13,27,158,1292,0.08582292232482347,0,0,1,0,0
GauriKu41687372,310,82,74,2853,5312,9.203225806451613,0,0,1,0,0
peachisha,4303,2125,896,6681,1387,1.5526376946316522,0,0,0,0,0
iGyanendraGiri,2343,14390,1494,105509,50003,45.03158344003415,0,0,0,0,1
WAKhan339,1494,3486,2488,14258,41715,9.54350736278447,0,0,1,0,0
BishambharGupta,3707,245,475,1092,1094,0.2945778257350958,0,0,0,0,0
RoopluvsMadhuri,2712,3776,230,62825,24482,23.165560471976402,0,0,0,0,0
MuftiWahidSdy,1541,2057,146,1690,3040,1.0966904607397794,0,0,1,0,0
hcburnwal,3706,3994,119,11497,509,3.102266594711279,0,0,0,0,0
RVenkat_India,3308,314,305,12680,5931,3.8331318016928657,0,0,0,0,0
bhagwaism,52,65,78,121,111,2.326923076923077,0,0,1,1,0
MAdulteration,574,8,94,251,552,0.4372822299651568,0,0,1,0,0
ipardeepsharma,2743,4140,1767,11677,7403,4.257017863652934,0,0,0,0,0
AnandDi06023048,402,145,503,730,16771,1.8159203980099503,0,0,1,0,0
VirendraDharad,105,4354,4298,4724,11679,44.99047619047619,0,0,1,1,1
ShaharyarNafis,23,9,38,10,56,0.43478260869565216,0,0,1,1,0
PhasistB,59,336,974,7455,43059,126.35593220338983,0,0,1,1,0
RP1801,1707,132,131,168,79,0.0984182776801406,0,0,1,0,0
Durgeshgoutam_,1077,6530,6187,3004,4833,2.7892293407613744,0,0,1,0,0
AkhilaAKhan,2672,111,176,2447,4204,0.9157934131736527,0,0,1,0,0
Mustafabadoff,2068,86,126,3637,5368,1.7587040618955512,0,0,1,0,0
Prabhatkumar615,1394,267,576,6949,38800,4.98493543758967,0,0,1,0,0
saudarslan97,1861,210,497,2474,11389,1.3293927995701236,0,0,0,0,0
honeygeorge74,1398,55,33,1436,259,1.0271816881258942,0,0,0,0,0
rajeshbpandit,2955,269,988,4295,7084,1.4534686971235196,0,0,0,0,0
mid_day_tweet,3638,844,2396,8765,19417,2.409290819131391,0,0,0,0,0
Amitkv,3825,967,3684,35173,44019,9.195555555555556,0,0,1,0,0
sanataniameric1,593,955,2300,31521,11927,53.15514333895447,0,0,1,0,0
DiwakarSpeaks,2517,11656,10353,1520,461,0.6038935240365515,0,0,0,0,0
Im_SyedIbrahim,680,782,44,7212,9342,10.605882352941176,0,0,1,0,0
iamArchana3,28,7,20,188,233,6.714285714285714,0,0,1,1,0
TheZaiduLeaks,3647,28568,35,692,1,0.18974499588703045,0,0,0,0,0
khanzenish_,13,6,58,15,3,1.1538461538461537,0,0,1,1,0
BlPatelq,593,157,413,1336,4752,2.2529510961214165,0,0,1,0,0
archansr,3602,2098,825,43479,23127,12.070794003331482,0,0,0,0,0
MUKESH___PAL,211,75,177,3305,3108,15.663507109004739,0,0,1,1,0
Imam01Nazre,100,3,41,356,44,3.56,0,0,1,1,0
MrChaudhary0786,1360,36,89,155,215,0.11397058823529412,0,0,1,0,0
Ragini_bhartiya,1034,29118,2690,70179,19349,67.87137330754352,0,0,1,0,1
ShakurK72498965,157,56,259,365,685,2.3248407643312103,0,0,1,1,0
SamiNawaz8,1377,1650,297,14064,18980,10.213507625272332,0,0,1,0,0
vivekmishra145,351,24,272,778,2494,2.2165242165242165,0,0,1,0,0
aniruddh_dave,2908,27680,351,7284,20409,2.5048143053645116,1,0,1,0,0
omprakashdaksh,1421,213,118,190,390,0.13370865587614356,0,0,1,0,0
prabalvani,1572,818,49,99111,31912,63.04770992366412,0,0,1,0,0
dhiru_7929,197,21,153,519,206,2.6345177664974617,0,0,1,1,0
Sukhjee46993294,1745,12,167,926,1457,0.5306590257879656,0,0,0,0,0
ashutoshv10,975,253,234,691,11596,0.7087179487179487,0,0,1,0,0
Gaurav_singh45,2099,122,732,3158,4213,1.5045259647451168,0,0,1,0,0
bharatgupta07,12,1,88,101,105,8.416666666666666,0,0,1,1,0
pradhumn_pratap,813,91,267,7937,14611,9.76260762607626,0,0,1,0,0
OhM02,2760,184,140,5807,22387,2.1039855072463767,0,0,0,0,0
MaskManNews,703,61,81,305,268,0.43385490753911804,0,0,0,0,0
ImrulQuesh,3136,527,401,2868,326,0.9145408163265306,0,0,0,0,0
Sanket_Ganvir,2026,470,47,10565,6404,5.214708785784798,0,0,0,0,0
abbymhv,40,51,119,238,1327,5.95,0,0,1,1,0
Kapilrajindia,1284,23,88,50,30,0.03894080996884735,0,0,1,0,0
PrinceMujeeb01,2283,9,30,73,2490,0.0319754708716601,0,0,1,0,0
ravig7050,1206,17,411,200,392,0.16583747927031509,0,0,1,0,0
DrRakeshGoswami,3809,6688,503,8824,4160,2.316618535048569,1,0,0,0,0
chaudharyalhum,1206,213,323,8776,49713,7.276948590381426,0,0,1,0,0
iamjhorar,706,4391,4099,452,645,0.6402266288951841,0,0,1,0,0
Anu_Priya9,27,1070,1514,193,425,7.148148148148148,0,0,1,1,0
Bit_2_close,2813,1180,753,72315,18255,25.70742979025951,0,0,0,0,0
NikhilChawlaOf1,237,10,84,454,596,1.9156118143459915,0,0,1,1,0
Anishetty4BJP,1599,306,3862,1922,1499,1.2020012507817386,0,0,0,0,0
TanwarLavish,647,189,2861,991,9315,1.5316846986089645,0,0,1,0,0
ikeshavpathak,701,6,99,211,323,0.30099857346647646,0,0,1,0,0
wearenotsame_,649,4131,3316,23139,7482,35.65331278890601,0,0,1,0,1
sumitbairwa,3584,225,945,21190,39057,5.912388392857143,0,0,0,0,0
YatharthArora8,1210,52,240,804,1570,0.6644628099173554,0,0,1,0,0
Dsk_Talks,1135,9628,20,46290,19898,40.784140969163,0,0,1,0,1
Preetam_M_Rao,2867,549,636,5561,20908,1.9396581792814789,0,0,1,0,0
tauqeer0622,1163,62,365,4023,5671,3.4591573516766982,0,0,1,0,0
AbhishekHCU,1098,177,88,413,49,0.3761384335154827,0,0,1,0,0
chaudhry70vivek,1992,84,196,27,48,0.01355421686746988,0,0,1,0,0
makkad_krishna,770,26,109,430,1665,0.5584415584415584,0,0,1,0,0
Rizwans888888,1599,30,64,203,373,0.12695434646654158,0,0,1,0,0
jeetsanwal,694,9,7,12,170,0.01729106628242075,0,0,1,0,0
ssbc2020,712,78,198,9751,10276,13.695224719101123,0,0,1,0,0
Mansur920,1677,36,29,272,840,0.16219439475253428,0,0,1,0,0
Sandeep_Saurav_,2485,4992,549,3202,5953,1.2885311871227365,0,0,1,0,0
varnitavajpayee,2913,744,168,6517,32036,2.2372124957088912,0,0,0,0,0
ChandanKMehta,3668,2079,2274,3447,1819,0.9397491821155943,0,0,0,0,0
aurangzebmumtaz,2707,1680,668,9537,1687,3.523088289619505,0,0,0,0,0
ap67905,1994,9,1082,56,27,0.028084252758274825,0,0,0,0,0
TheViditsharma,2233,83,534,7743,14116,3.4675324675324677,0,0,1,0,0
Yashhu_,2420,1359,78,24263,16040,10.02603305785124,0,0,0,0,0
MukeshBeganaIYC,1779,5507,4839,2986,7774,1.6784710511523329,0,0,1,0,0
wayne241189,2344,230,90,55635,149,23.735068259385667,0,0,0,0,0
DanodiaNinder,695,35,113,1670,3607,2.402877697841727,0,0,1,0,0
reviewero,717,5195,299,1379,1377,1.9232914923291493,0,0,0,0,0
KomalVashisht2,666,2097,211,4239,8845,6.364864864864865,0,0,1,0,0
rkschd1,3659,38,18,1133,746,0.3096474446570101,0,0,0,0,0
KasodeAbhishek,78,27,646,411,1638,5.269230769230769,0,0,1,1,0
AlokRashtrvadi,195,5359,4999,2029,3190,10.405128205128205,0,0,1,1,1
dr76madaan,3226,611,538,2461,1687,0.7628642281463113,0,0,1,0,0
IFaizanZafar,2043,7,300,458,638,0.22418012726382772,0,0,1,0,0
arunpatil36,3694,113,534,13140,9511,3.5571196534921494,0,0,1,0,0
RohanPandey__,290,168,359,4210,11136,14.517241379310345,0,0,1,0,0
iJKhurana,3188,1678,2508,9412,4286,2.9523212045169385,0,0,0,0,0
LegalKant,3911,5109,2086,271982,51195,69.54282792124776,0,0,0,0,1
RameshA54173470,622,412,1236,1268,9414,2.0385852090032155,0,0,1,0,0
Shr_proudIndian,15,19,16,200,222,13.333333333333334,0,0,1,1,0
Saliltoday,3651,12251,2306,158323,84119,43.36428375787455,0,0,0,0,1
iAzharHasan,2747,777,108,2812,4842,1.0236621769202767,0,0,0,0,0
thesahilb,1392,42,116,1150,339,0.8261494252873564,0,0,1,0,0
RaziuddinSheikh,907,46,162,128,62,0.14112458654906285,0,0,1,0,0
bsayyed10,2547,178,298,541,270,0.21240675304279544,0,0,0,0,0
fasiha1995,2109,81,45,3385,6794,1.6050260787102892,0,0,1,0,0
nidhimishra4455,422,2,138,126,43,0.2985781990521327,0,0,0,0,0
SamrendraKaush1,640,3,53,23,1,0.0359375,0,0,1,0,0
SMusalmaan,211,1,144,140,4,0.6635071090047393,0,0,1,1,0
maithalakash,3857,309,485,5025,2912,1.3028260305937256,0,0,0,0,0
srijanpalsingh,3705,31461,2097,7966,9360,2.1500674763832657,1,0,0,0,0
DeepakBisht21,731,30,210,594,2210,0.8125854993160054,0,0,1,0,0
Yashu_Meghwal,505,6659,196,1206,11465,2.388118811881188,0,0,1,0,0
singh_robb,874,1430,835,107310,74789,122.78032036613273,0,0,1,0,0
vikas18092,1751,95,134,845,2352,0.48258138206739004,0,0,1,0,0
aaj_ki_jai,1593,89,347,5642,16579,3.541745134965474,0,0,1,0,0
asianliveupdate,1079,910,2833,4517,4609,4.18628359592215,0,0,1,0,0
Sachin_Panwar95,83,136,588,415,12396,5.0,0,0,1,1,0
jagmeetbrar7,3066,3602,258,2636,3404,0.8597521200260926,0,0,0,0,0
AskVaibhav69,642,53,103,1162,3413,1.809968847352025,0,0,1,0,0
imKalaiv,448,6109,919,13671,22988,30.515625,0,0,1,0,1
Journo_Z,3475,1378,1295,4724,5721,1.3594244604316548,0,0,0,0,0
trendz_news,782,69,67,3469,123,4.436061381074169,0,0,1,0,0
sufiyanali984,1784,1,32,185,76,0.10369955156950672,0,0,1,0,0
ILYASPA92122141,303,124,515,244,1869,0.8052805280528053,0,0,1,0,0
hr_portraits,3938,971,1264,41794,338,10.613001523616049,0,0,0,0,0
Anand_kushwaha,3503,479,383,8317,20859,2.3742506423065945,0,0,0,0,0
Iam_MrIndia,263,41,222,1839,2767,6.992395437262357,0,0,1,1,0
JaldeepUpadhyay,8,3,29,32,80,4.0,0,0,1,1,0
Psushovan,3608,1408,926,2283,5298,0.6327605321507761,0,0,0,0,0
Mr_malik7860,535,1885,1429,3672,967,6.863551401869159,0,0,1,0,0
brajjourno,2686,2957,1989,5715,226,2.127699180938198,0,0,0,0,0
ScoutTenderfoot,109,30,8,431,151,3.9541284403669725,0,0,1,1,0
ChAshfaqueAhmad,2488,9808,740,4986,23324,2.0040192926045015,0,0,1,0,0
Samir37yadav,782,41,596,1288,9694,1.6470588235294117,0,0,1,0,0
AskTamal,2417,4881,1436,76694,2614,31.731071576334298,0,0,1,0,1
AlankritSingh9,1577,23,95,98,257,0.062143310082435003,0,0,1,0,0
swayamsevak23,379,48,199,386,442,1.0184696569920844,0,0,1,0,0
SunilKu75062150,856,115,202,2201,24536,2.571261682242991,0,0,1,0,0
Umeshjain7,2929,311,286,1443,33,0.49265961078866505,0,0,1,0,0
IamAlok_Verma,785,2429,332,57444,67581,73.17707006369427,0,0,0,0,0
Arav_SR,2145,145,134,3992,9398,1.861072261072261,0,0,1,0,0
LavKrTiwari,2444,15626,384,17807,1394,7.2860065466448445,0,0,0,0,0
ChandRatanBJP,770,1447,1069,11918,137394,15.477922077922077,0,0,1,0,0
Mdfuzail99,891,74,224,124,697,0.13916947250280584,0,0,1,0,0
toyaj_tripathi,1081,31,117,155,692,0.14338575393154487,0,0,1,0,0
SatishShekar,687,2101,128,1969,1300,2.86608442503639,0,0,1,0,0
who_mosam,3073,627,358,8166,46627,2.6573381060852586,0,0,1,0,0
prashan91902813,2322,33,32,494,1030,0.2127476313522825,0,0,0,0,0
shariqmbijli,3380,135,253,1026,5029,0.30355029585798815,0,0,0,0,0
abvpjnu,2479,33451,190,8416,1845,3.3949173053650665,0,0,1,0,0
LolKaiPan,105,16,83,820,191,7.809523809523809,0,0,1,1,0
PaRaKraMin,1999,95,25,2451,41354,1.226113056528264,0,0,1,0,0
DeepanshuVashi1,2844,10,172,466,933,0.16385372714486637,0,0,1,0,0
Deshrajdhangar1,186,280,265,146,2488,0.7849462365591398,0,0,1,1,0
idesibanda,2414,6461,3757,20843,27082,8.634217067108533,0,0,1,0,0
RAJITANWAR,3574,459,33,1621,2389,0.4535534415221041,0,0,0,0,0
MahbubAlRahman3,136,11,405,91,212,0.6691176470588235,0,0,1,1,0
WALTZ31,3554,3,21,57,50,0.016038266741699492,0,0,1,0,0
TilaiyanCKS,604,160,33,793,667,1.3129139072847682,0,0,1,0,0
Khan_umair_,1736,461,1527,1303,19031,0.7505760368663594,0,0,1,0,0
AsodiyaDhruv,659,56,85,479,1190,0.7268588770864947,0,0,1,0,0
AshwinNair99,2974,187,52,12637,2322,4.24915938130464,0,0,1,0,0
Cricket67589810,675,59,91,7184,26037,10.642962962962963,0,0,0,0,0
Aditya_Adiiiii,45,113,285,2008,1143,44.62222222222222,0,0,1,1,0
alayswimv,50,10,97,378,131,7.56,0,0,1,1,0
microfriction,526,8,41,1571,569,2.9866920152091256,0,0,1,0,0
thenawazali,3164,861,813,11636,8093,3.677623261694058,0,0,0,0,0
AMadumool,170,242,302,2813,1215,16.54705882352941,0,0,1,1,0
onlygoodvibeszz,342,238,2204,538,10499,1.5730994152046784,0,0,1,0,0
mlvy_prvn,3638,86,131,3349,16971,0.9205607476635514,0,0,0,0,0
anshulaman968,1591,204,175,9562,529,6.010056568196103,0,0,1,0,0
manishsharma070,891,677,864,6023,26759,6.759820426487093,0,0,1,0,0
AnushkaGurjari,690,1781,1584,564,5968,0.8173913043478261,0,0,1,0,0
adv_mshad,1110,48,137,215,448,0.19369369369369369,0,0,1,0,0
ahmedshadurrani,172,23,35,1726,456,10.034883720930232,0,0,1,1,0
ChistiAreeb,1421,23,175,102,184,0.07178043631245602,0,0,1,0,0
aanandjt,2760,193,1215,3775,9802,1.3677536231884058,0,0,1,0,0
javeedrathod,2917,326,185,2149,6704,0.7367158039081247,0,0,1,0,0
Pushpendrakuls0,114,24785,3,4329,11252,37.973684210526315,0,0,1,1,1
SakibulHoque8,208,921,287,896,17454,4.3076923076923075,0,0,1,1,0
Santosh_nanhe,2235,22,198,143,189,0.06398210290827741,0,0,0,0,0
RocketRajdeep,3501,25,390,974,4553,0.278206226792345,0,0,0,0,0
Rajeev_real,73,639,786,3773,1869,51.68493150684932,0,0,1,1,0
KamaalN,2768,2925,2134,3782,4196,1.3663294797687862,0,0,1,0,0
UrWamique,111,67,159,295,983,2.6576576576576576,0,0,1,1,0
fareedi_adil,516,316,413,5820,14609,11.279069767441861,0,0,1,0,0
JSChauhanBJP,1437,1048,4999,15256,47601,10.616562282533055,0,0,1,0,0
raghubir_kumar1,1421,498,996,755,884,0.5313159746657283,0,0,1,0,0
kumawat_rbk,1295,193,488,1355,2730,1.0463320463320462,0,0,1,0,0
Saral_palanpuri,1155,62,203,48,533,0.04155844155844156,0,0,1,0,0
Mustafizkaifee,2253,12,34,323,481,0.14336440301819794,0,0,1,0,0
RohitKesari2,2169,800,207,4017,2470,1.852005532503458,0,0,0,0,0
mdfazilanwar,766,1049,741,144,1808,0.18798955613577023,0,0,1,0,0
HOTEA_HOTHAI,614,116,30,744,955,1.211726384364821,0,0,0,0,0
EklaChaloNa,1573,241,174,6579,8234,4.182453909726637,0,0,0,0,0
maxwell_azhar,1647,304,205,18311,9977,11.11778992106861,0,0,1,0,0
RahulPandeyUCI,156,39,7,69,11,0.4423076923076923,0,0,1,1,0
Jii_Bilkul,21,9,221,26,316,1.2380952380952381,0,0,1,1,0
abhishek4indiaa,3011,206,9,3733,1074,1.2397874460312188,0,0,1,0,0
1729_Mukesh,1762,223,122,4090,34613,2.321225879682179,0,0,1,0,0
InamulH47246462,579,44,241,854,424,1.4749568221070812,0,0,1,0,0
pravinvani,2493,100,136,3134,3581,1.257119935820297,0,0,0,0,0
niraj_pande,3073,1809,986,1785,3710,0.5808656036446469,0,0,0,0,0
aarti_agravat,843,14,59,96,139,0.11387900355871886,0,0,1,0,0
AbhiHindus,298,5172,39,86,17508,0.28859060402684567,0,0,1,0,0
a_MaD_HiNdU___,1040,102,88,6383,32565,6.1375,0,0,1,0,0
Yadavdigvijaya,872,9,92,270,342,0.30963302752293576,0,0,1,0,0
InstinctOfTribe,1590,833,2949,115736,115141,72.78993710691825,0,0,1,0,0
Teetimetalesra1,546,108,178,3052,6520,5.589743589743589,0,0,1,0,0
mdtausif_313,695,78,255,1659,4102,2.38705035971223,0,0,1,0,0
kumarganesham,3385,696,183,2404,2171,0.710192023633678,0,0,0,0,0
aatif_ark,733,57,217,1242,7222,1.694406548431105,0,0,1,0,0
BharatTweet_,2431,1076,1357,6995,13852,2.877416700946113,0,0,1,0,0
onlytusharJ,3772,15168,45,125179,2762,33.186373276776244,0,0,1,0,1
Sahilwasti,1840,65,27,326,1069,0.17717391304347826,0,0,1,0,0
nsp2607,971,27,57,1667,1742,1.7167868177136971,0,0,1,0,0
aJAIsuperB,731,36,200,2265,3910,3.0984952120383036,0,0,1,0,0
Tarun_Khannaa,3630,963,604,9909,2350,2.7297520661157026,0,0,0,0,0
sureshbhattbjp,2268,22753,253,5087,4101,2.2429453262786594,1,0,1,0,0
NilabhVerma,876,80,40,1549,7478,1.7682648401826484,0,0,1,0,0
the_righty,13,14,154,465,981,35.76923076923077,0,0,1,1,0
Rajesh__Jamaal,319,2830,2798,10581,2712,33.1692789968652,0,0,1,0,0
notyourgirl1997,848,56,75,428,366,0.5047169811320755,0,0,1,0,0
